# Time-averaged data for fix write_all_momentum
# TimeStep Number-of-rows
# Row c_all_momentum[*]
0 3
1 -1.06581410364015e-14
2 1.77635683940025e-14
3 3.286260152890463e-14
20 3
1 9.468692496739095e-10
2 3.103473034116178e-10
3 -6.424274445748779e-10
40 3
1 2.222696693365833e-08
2 -8.749685420639253e-09
3 -2.942914267833885e-08
60 3
1 1.020458570977212e-07
2 -1.11518324352744e-07
3 -1.861730742902523e-07
80 3
1 3.681580738046364e-07
2 -5.176343984558684e-07
3 -6.651494635079302e-07
100 3
1 9.435126058221499e-07
2 -1.289274710991606e-06
3 -1.777238370692658e-06
120 3
1 1.684876113738909e-06
2 -2.273177019063155e-06
3 -3.528960647258828e-06
140 3
1 2.60685921738002e-06
2 -3.383056526473638e-06
3 -6.060374930783041e-06
160 3
1 3.410839062745197e-06
2 -4.525912856934156e-06
3 -1.007325912283363e-05
180 3
1 3.420440315426987e-06
2 -4.818970226416752e-06
3 -1.62799700076377e-05
200 3
1 2.344080214378153e-06
2 -4.440495480650952e-06
3 -2.5236963365316e-05
220 3
1 -4.334085756951822e-07
2 -3.852335829890308e-06
3 -3.725179206837126e-05
240 3
1 -4.373597382034689e-06
2 -3.159981665667999e-06
3 -5.221827700907511e-05
260 3
1 -8.231683342074803e-06
2 -2.755125304787498e-06
3 -6.924611269720771e-05
280 3
1 -1.116212315732668e-05
2 -3.349270842889496e-06
3 -8.583300250553094e-05
300 3
1 -1.287779130176858e-05
2 -4.588959168216888e-06
3 -9.792829520893775e-05
320 3
1 -1.335850635708624e-05
2 -5.297528321790423e-06
3 -0.000102328802648266
340 3
1 -1.312528483232711e-05
2 -3.942254076072516e-06
3 -9.61519855851023e-05
360 3
1 -1.274435248710404e-05
2 1.154980841633346e-06
3 -7.673564378851694e-05
380 3
1 -1.148802537453975e-05
2 1.020673669138716e-05
3 -4.36773401490953e-05
400 3
1 -8.819841966101194e-06
2 2.229896462768721e-05
3 1.602890399965418e-06
420 3
1 -4.947724922210739e-06
2 3.615100140130778e-05
3 5.634635375972863e-05
440 3
1 1.033284133811208e-07
2 4.981301602047239e-05
3 0.0001149719667292715
460 3
1 5.79427363778251e-06
2 6.256168499874093e-05
3 0.0001689853718600531
480 3
1 1.066694927676082e-05
2 7.27922579271123e-05
3 0.0002117913427905904
500 3
1 1.436621552386441e-05
2 7.852119820395131e-05
3 0.0002378455522435985
520 3
1 1.489820225764049e-05
2 7.914900589156559e-05
3 0.0002410608071992115
540 3
1 1.045147391920409e-05
2 7.428224975569719e-05
3 0.0002159092140212593
560 3
1 -1.013758757828498e-06
2 6.226609770809688e-05
3 0.0001595946390171576
580 3
1 -2.275623331726706e-05
2 4.515776571167862e-05
3 7.249142480691972e-05
600 3
1 -5.994402249331898e-05
2 3.268804403688819e-05
3 -4.355175082881857e-05
620 3
1 -0.0001096822694472976
2 2.861452507652018e-05
3 -0.0001822994231623909
640 3
1 -0.0001654766705758703
2 3.118147852365638e-05
3 -0.0003366605834402847
660 3
1 -0.0002268649581518289
2 4.769215719413467e-05
3 -0.0004914738561696552
680 3
1 -0.0002920426089989547
2 8.655275104452187e-05
3 -0.0006300679806949816
700 3
1 -0.0003531636572224883
2 0.0001369763776795097
3 -0.000744750218969692
720 3
1 -0.0004042300378825914
2 0.0001838052237985721
3 -0.0008301221089190847
740 3
1 -0.0004371097491686626
2 0.0002164265800139731
3 -0.0008774994667053448
760 3
1 -0.0004383765512345761
2 0.0002174625655690932
3 -0.000879687391146966
780 3
1 -0.0003877895449333479
2 0.0001580713790385602
3 -0.0008252113458553367
800 3
1 -0.0002690132902003484
2 1.839693665939279e-05
3 -0.0006961519682437967
820 3
1 -6.837602124232234e-05
2 -0.0002205824180574467
3 -0.0004700354752129599
840 3
1 0.0002228381452766826
2 -0.000596462033226608
3 -0.0001090098638840686
860 3
1 0.0005997668875288298
2 -0.001126922971325328
3 0.0004127869054837419
880 3
1 0.001037361344127241
2 -0.001769469687422642
3  0.00107252461160634
900 3
1 0.001503413173630008
2 -0.002476136239298654
3 0.001802689061585205
920 3
1 0.001952174395393413
2 -0.003210823642845639
3 0.002520445149662542
940 3
1 0.002331392076212246
2 -0.003904208160431466
3  0.00313233028538118
960 3
1 0.002592359672274114
2 -0.004428015763638271
3 0.003561605643784382
980 3
1 0.002704277382794551
2 -0.004672721883350661
3 0.003754404841855852
1000 3
1 0.002656256800473322
2 -0.00455060883456504
3 0.003663616154874205
1020 3
1 0.002445710179947547
2 -0.00395477859229576
3 0.003251790019756839
1040 3
1 0.002065323075779446
2 -0.002803779382602123
3 0.002486946704810755
1060 3
1 0.001521518163040803
2 -0.001102146462139686
3 0.001342360198461456
1080 3
1 0.000845543181221764
2 0.001061749610649088
3 -0.0001840120221032748
1100 3
1 0.0001181981553779465
2 0.003546966695198606
3 -0.002028358570837163
1120 3
1 -0.0006038203975089473
2 0.006063191705760751
3 -0.003924937892048952
1140 3
1 -0.001241704044045555
2 0.008301965928459332
3 -0.005580918654525036
1160 3
1 -0.00173151492991952
2 0.009996498611798188
3 -0.006838187939115947
1180 3
1 -0.002046420279612882
2  0.01097704909436104
3 -0.007609108587161018
1200 3
1 -0.002139686170339772
2  0.01122182022944607
3 -0.007810458804305753
1220 3
1 -0.001931836601445802
2  0.01074326400114689
3 -0.007418391494436349
1240 3
1 -0.001373314258902525
2  0.00953040091237245
3 -0.006431518417604032
1260 3
1 -0.0004073528802317483
2 0.007645575168746532
3 -0.004888655780157514
1280 3
1 0.001023841388885671
2 0.005252188816905701
3 -0.003006279248958243
1300 3
1 0.002741149839441626
2 0.002620425672436255
3 -0.001065286082019945
1320 3
1 0.004444714200024791
2  0.00025434232814181
3 0.0005788516314719772
1340 3
1 0.005801444985660709
2 -0.001438469071502801
3 0.001632689092174289
1360 3
1 0.006590417074554544
2 -0.002372553038641811
3 0.002121981226824943
1380 3
1 0.006819211522673285
2 -0.002639836727826861
3 0.002246953699025944
1400 3
1 0.006599705851293436
2 -0.002382192711652742
3 0.002136976910712463
1420 3
1  0.00607494820037946
2 -0.001749745582966256
3 0.001894544886595462
1440 3
1 0.005403537525158875
2 -0.0009086830705236082
3 0.001607695520844388
1460 3
1 0.004679717022271213
2 7.635142252482296e-05
3 0.001293992528522914
1480 3
1 0.003939906194569964
2 0.001133240688729664
3 0.0009669537467589251
1500 3
1 0.003253416549370058
2 0.002113626782868749
3 0.0006338570270170152
1520 3
1 0.002699396401851573
2 0.002946752504549011
3 0.0002889442215119331
1540 3
1 0.002268056576265387
2  0.00366407666979196
3 -7.604672529826217e-05
1560 3
1 0.001946642446230662
2 0.004244619832913799
3 -0.000415732557449644
1580 3
1 0.001736546559190089
2 0.004663768204800078
3 -0.0007037436221848381
1600 3
1 0.001634254291065673
2 0.004921531194337803
3 -0.0009426985032945367
1620 3
1 0.001597098597795998
2 0.005044859149855974
3 -0.001085063356730309
1640 3
1 0.001593816404083626
2 0.005055924426369707
3 -0.00109822441380647
1660 3
1 0.001616875139956342
2 0.004969941946187717
3 -0.0009670071234966215
1680 3
1 0.001643571518758158
2 0.004816045907784172
3 -0.0006862147557589182
1700 3
1 0.001642378761326668
2 0.004611970946621469
3 -0.00025114307554297
1720 3
1 0.001616667825832252
2   0.0043316113089924
3 0.0003514805663984433
1740 3
1  0.00157394431214275
2 0.003951418342034607
3  0.00116120218862914
1760 3
1 0.001484076588461392
2 0.003480592701432528
3 0.002235766391685878
1780 3
1 0.001340077970929165
2 0.002923759614012589
3 0.003594434825627602
1800 3
1 0.001161562342726796
2  0.00226627973352489
3 0.005281280789004583
1820 3
1 0.0009492697740931533
2 0.001579550120637485
3 0.007210524367618376
1840 3
1 0.0007949580315340654
2 0.001057569569022476
3 0.009076112565671757
1860 3
1 0.000775701942522744
2 0.0008256369580834644
3    0.010504092402563
1880 3
1 0.0008017749257920315
2 0.0007663238365207548
3   0.0112650267396095
1900 3
1 0.0007960138176734688
2 0.0007596736046737718
3  0.01122826749459849
1920 3
1 0.0006899772945732074
