# Time-averaged data for fix write_all_momentum
# TimeStep Number-of-rows
# Row c_all_momentum[*]
0 3
1 -3.552713678800501e-15
2 2.664535259100376e-14
3 2.753353101070388e-14
20 3
1 1.357650702971114e-08
2 -5.785658174772834e-09
3 9.81266623512056e-10
40 3
1 1.069786712548648e-07
2 -4.562779132299966e-08
3 6.851359479753683e-09
60 3
1 3.558181074225786e-07
2 -1.519195542698526e-07
3 1.959495099512765e-08
80 3
1 8.316335904368088e-07
2 -3.555351595352363e-07
3 3.772524514999986e-08
100 3
1 1.60263806314731e-06
2 -6.862319121836435e-07
3 5.600945929273848e-08
120 3
1 2.734608324672649e-06
2 -1.173097242457288e-06
3 6.528089446788954e-08
140 3
1 4.291971173131515e-06
2 -1.845045892956421e-06
3 5.235755784482876e-08
160 3
1 6.339709081260025e-06
2 -2.731627143148785e-06
3 1.233368962516579e-11
180 3
1 8.947748977305992e-06
2 -3.864917842655302e-06
3 -1.131985221114462e-07
200 3
1 1.219925280793177e-05
2 -5.283133924116612e-06
3 -3.136534383330059e-07
220 3
1 1.620081648745497e-05
2 -7.035134520272379e-06
3 -6.342554788041355e-07
240 3
1 2.108968755898388e-05
2 -9.183671593859799e-06
3 -1.116600583994654e-06
